id	observed_phase	shard	gate	kind	test_file	test	group	signature	disposition	disposition_repository	disposition_issue	disposition_url
deterministic-130	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts > runReplyAgent :: continuation.work span > still honors continue_work from incomplete replay-safe turns	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-131	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts > runReplyAgent :: continuation.work span > treats continue_work tool callbacks as accepted WORK signals	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-132	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts > runReplyAgent :: continuation.work span > reuses chain.id across consecutive accepted steps (mint-at-0→1, reuse-for-step-2)	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-133	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.reservation.test.ts > runReplyAgent :: continuation.work span > does NOT emit `continuation.work` on the chain-cap reject path (rejected requests don't advance the chain)	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-134	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.test.ts > runReplyAgent :: continuation.work span > emits exactly one `continuation.work` span on accepted WORK with UUID chain.id and clamped chain.step.remaining	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-135	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.test.ts > runReplyAgent :: continuation.work span > uses a hot-reloaded continuation enablement value at the next enforcement point	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-136	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.test.ts > runReplyAgent :: continuation.work span > does not arm continue_work when durable chain-state reservation fails	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-137	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.test.ts > runReplyAgent :: continuation.work span > rolls back the reservation when continuation is disabled during persistence	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-138	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.test.ts > runReplyAgent :: continuation.work span > uses hot-reloaded continuation limits after durable reservation	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-139	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.test.ts > runReplyAgent :: continuation.work span > does not schedule beyond the durable reservation when the live chain limit increases	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-140	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.test.ts > runReplyAgent :: continuation.work span > preserves parked work when concurrency leaves no newly reserved scheduling slots	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-141	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.continuation-work-span.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.continuation-work-span.test.ts > runReplyAgent :: continuation.work span > keeps hedge-fired delegates recoverable when chain-state persistence fails	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-142	confirm-determinism-red	auto-reply-reply-agent-runner	test shard (auto-reply-reply-agent-runner)	test	src/auto-reply/reply/agent-runner.finally-drain-hardening.test.ts	auto-reply-reply  src/auto-reply/reply/agent-runner.finally-drain-hardening.test.ts > runReplyAgent :: finally does not claim queued delegates (I4) > does not consume/claim queued delegates in the finally, and still marks dispatch idle	continuation-result-projection	missing scheduling spans/spawns/persistence calls after accepted continuation results	EXISTING_ISSUE	karmaterminal/openclaw	1275	https://github.com/karmaterminal/openclaw/issues/1275
deterministic-143	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-drain.bracket-hedge.test.ts	agents-core  src/agents/subagent-announce.continuation-drain.bracket-hedge.test.ts > subagent-announce continuation drain (F7) > does not reserve a current-chain hop when an immediate bracket delegate is rejected	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-144	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-drain.bracket-hedge.test.ts	agents-core  src/agents/subagent-announce.continuation-drain.bracket-hedge.test.ts > subagent-announce continuation drain (F7) > does not reserve a current-chain hop for a post-compaction bracket delegate before tool delegates drain	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-145	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-drain.bracket-hedge.test.ts	agents-core  src/agents/subagent-announce.continuation-drain.bracket-hedge.test.ts > subagent-announce continuation drain (F7) > arms a delayed bracket hedge after same-child tool delegates advance the override	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-146	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-drain.bracket-hedge.test.ts	agents-core  src/agents/subagent-announce.continuation-drain.bracket-hedge.test.ts > subagent-announce continuation drain (F7) > arms a delayed bracket hedge from accepted tool hops only when a sibling tool is rejected	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-147	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-drain.bracket-hedge.test.ts	agents-core  src/agents/subagent-announce.continuation-drain.bracket-hedge.test.ts > subagent-announce continuation drain (F7) > does not add tool hops to a delayed bracket hedge when all sibling tools are rejected	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-148	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-drain.test.ts	agents-core  src/agents/subagent-announce.continuation-drain.test.ts > subagent-announce continuation drain (F7) > fences a tool delegate cancelled after the announce drain claimed it	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-149	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-drain.test.ts	agents-core  src/agents/subagent-announce.continuation-drain.test.ts > subagent-announce continuation drain (F7) > threads delegate admission authority through an accepted announce drain	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-150	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-drain.tool-hop-order.test.ts	agents-core  src/agents/subagent-announce.continuation-drain.tool-hop-order.test.ts > subagent-announce continuation drain (F7) > propagates a tool-delegate model override into the in-function chain-hop spawn	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-151	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-drain.tool-hop-order.test.ts	agents-core  src/agents/subagent-announce.continuation-drain.tool-hop-order.test.ts > subagent-announce continuation drain (F7) > omits model from the in-function chain-hop spawn when the tool delegate has none	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-152	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-drain.tool-hop-order.test.ts	agents-core  src/agents/subagent-announce.continuation-drain.tool-hop-order.test.ts > subagent-announce continuation drain (F7) > orders mixed bracket and tool delegates on distinct hops	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-153	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-parity-gate.test.ts	agents-core  src/agents/subagent-announce.continuation-parity-gate.test.ts > announce-path bracket delegate exactly-once dispatch > dispatches exactly once for [[CONTINUE_DELEGATE: task]] (normal)	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-154	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-parity-gate.test.ts	agents-core  src/agents/subagent-announce.continuation-parity-gate.test.ts > announce-path bracket delegate exactly-once dispatch > dispatches exactly once for [[CONTINUE_DELEGATE: task | silent]]	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-155	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-parity-gate.test.ts	agents-core  src/agents/subagent-announce.continuation-parity-gate.test.ts > announce-path bracket delegate exactly-once dispatch > dispatches exactly once for [[CONTINUE_DELEGATE: task | silent-wake]]	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-156	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-parity-gate.test.ts	agents-core  src/agents/subagent-announce.continuation-parity-gate.test.ts > announce-path bracket delegate exactly-once dispatch > dispatches exactly once for [[CONTINUE_DELEGATE: task | target=agent:main:other]]	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-157	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-parity-gate.test.ts	agents-core  src/agents/subagent-announce.continuation-parity-gate.test.ts > announce path is the sole dispatch route (no-double-fire guard) > bracket delegate through announce flow fires spawnSubagentDirect exactly once	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-158	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-parity-gate.test.ts	agents-core  src/agents/subagent-announce.continuation-parity-gate.test.ts > announce path is the sole dispatch route (no-double-fire guard) > announce flow with bracket does not spawn a second delegate on re-invocation guard	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-159	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-tool-delegate-commit.test.ts	agents-core  src/agents/subagent-announce.continuation-tool-delegate-commit.test.ts > announce tool-delegate accepted spawn commits the TaskFlow row (C2) > threads continuationDelegateFlowId and commits the flow via markPendingDelegateSpawnAccepted	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-160	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-tool-delegate-commit.test.ts	agents-core  src/agents/subagent-announce.continuation-tool-delegate-commit.test.ts > announce tool-delegate accepted spawn commits the TaskFlow row (C2) > forwards typed inputs from a recovered nested delegate into the grandchild spawn	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-161	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-tool-delegate-commit.test.ts	agents-core  src/agents/subagent-announce.continuation-tool-delegate-commit.test.ts > announce tool-delegate accepted spawn commits the TaskFlow row (C2) > does not commit the flow when the spawn is rejected	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-162	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.continuation-tool-delegate-commit.test.ts	agents-core  src/agents/subagent-announce.continuation-tool-delegate-commit.test.ts > announce tool-delegate accepted spawn commits the TaskFlow row (C2) > rolls back an accepted child and preserves the hop when source acceptance is stale	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-163	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.crosssession-gate.test.ts	agents-core  src/agents/subagent-announce.crosssession-gate.test.ts > continuation cross-session targeting bracket gate > case 7: disabled rejects bracket target syntax with a disabled span and system event	subagent-crosssession-hosted-timeout	Test timed out in 120000ms	EXISTING_ISSUE	karmaterminal/openclaw	1280	https://github.com/karmaterminal/openclaw/issues/1280
deterministic-164	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.crosssession-gate.test.ts	agents-core  src/agents/subagent-announce.crosssession-gate.test.ts > continuation cross-session targeting bracket gate > case 10: enabled allows bracket fanout=all	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-165	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.crosssession-gate.test.ts	agents-core  src/agents/subagent-announce.crosssession-gate.test.ts > continuation cross-session targeting bracket gate > case 11: enabled preserves no-target delegate dispatch behavior	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-166	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.crosssession-gate.test.ts	agents-core  src/agents/subagent-announce.crosssession-gate.test.ts > continuation cross-session targeting bracket gate > case 15: disabled rejects bracket fanout=all with a disabled span and system event	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-167	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.spawn-reject-obs.test.ts	agents-core  src/agents/subagent-announce.spawn-reject-obs.test.ts > subagent-announce tool-delegate rejection observability > surfaces spawnResult.error in `reason=...` log + markPendingDelegateFailed summary when present	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-168	confirm-determinism-red	agentic-agents-core-subagents	test shard (agentic-agents-core-subagents)	test	src/agents/subagent-announce.spawn-reject-obs.test.ts	agents-core  src/agents/subagent-announce.spawn-reject-obs.test.ts > subagent-announce tool-delegate rejection observability > falls back to `delegation was not accepted.` when spawnResult.error is absent	subagent-announce-drain	Continuation delegate source session owner is unavailable; spawnSubagentDirect call count remains zero	EXISTING_ISSUE	karmaterminal/openclaw	1310	https://github.com/karmaterminal/openclaw/issues/1310
deterministic-169	confirm-determinism-red	extension-telegram	test shard (extension-telegram)	test	extensions/telegram/src/model-callback.loopback.integration.test.ts	extension-telegram  extensions/telegram/src/model-callback.loopback.integration.test.ts > Telegram model callback loopback > sends, authorizes, resolves, persists, answers, and edits an opaque callback	telegram-callback-double-edit	received extra editMessageText	EXISTING_ISSUE	karmaterminal/openclaw	1313	https://github.com/karmaterminal/openclaw/issues/1313
deterministic-170	confirm-determinism-red	core-runtime-infra-storage-state	test shard (core-runtime-infra-storage-state)	test	src/infra/state-migrations.media-persistence.historical-v14.test.ts	infra  src/infra/state-migrations.media-persistence.historical-v14.test.ts > legacy media persistence Doctor migration from historical v14 > migrates a copy of the exact v2026.7.2-beta.4 schema without losing its session	historical-media-migration-fixtures	SQLite schema is incomplete or noncanonical	EXISTING_ISSUE	karmaterminal/openclaw	1312	https://github.com/karmaterminal/openclaw/issues/1312
deterministic-171	confirm-determinism-red	core-runtime-infra-storage-state	test shard (core-runtime-infra-storage-state)	test	src/infra/state-migrations.media-persistence.historical-v15.test.ts	infra  src/infra/state-migrations.media-persistence.historical-v15.test.ts > legacy media persistence Doctor migration from historical v15 > converges the exact 509a5f0373764 schema before current-index repair	historical-media-migration-fixtures	SQLite schema is incomplete or noncanonical	EXISTING_ISSUE	karmaterminal/openclaw	1312	https://github.com/karmaterminal/openclaw/issues/1312
deterministic-172	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > gateway startup outcomes > uses the fixed vocabulary for 'unconfigured'	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-173	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > gateway startup outcomes > uses the fixed vocabulary for 'scheduled'	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-174	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > gateway startup outcomes > uses the fixed vocabulary for 'gmail skip reasons'	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-175	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > gateway startup outcomes > uses the fixed vocabulary for 'missing gmail account'	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-176	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > gateway startup outcomes > records awaited internal hook outcomes without logging raw error fields	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-177	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > startGatewayPostAttachRuntime > re-enables startup-gated methods after post-attach sidecars start	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-178	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > startGatewayPostAttachRuntime > fences startup recovery as soon as its gateway close prelude begins	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-179	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > startGatewayPostAttachRuntime > gates main-session recovery behind post-ready work	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-180	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > startGatewayPostAttachRuntime > stops restart recovery with gateway-lifetime sidecars	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-181	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > startGatewayPostAttachRuntime > logs one startup outcome summary after sidecar registration and before readiness	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-182	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > startGatewayPostAttachRuntime > keeps transcripts auto-start alive when Gmail post-ready sidecars stop	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-183	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > startGatewayPostAttachRuntime > reports internal hook load failures without copying the error into the summary	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-184	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > startGatewayPostAttachRuntime > does not publish an imported hook candidate after Gateway close starts	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-185	confirm-determinism-red	agentic-control-plane-startup-core	test shard (agentic-control-plane-startup-core)	test	src/gateway/server-startup-post-attach.test.ts	gateway-server  src/gateway/server-startup-post-attach.test.ts > startGatewayPostAttachRuntime > delays provider auth prewarm so post-ready gateway work can run first	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
